task_mode,window_ns,run_index,shot_index,success,bell,p_true_given_record,p_bg_assist_given_record,p_intrinsic_dark_assist_given_record,p_arrive,p_arrive_11,p_arrive_same_arm,p_arrive_20,p_arrive_02,p_success_abs,p_success_true_abs,p_success_false_abs,p_success_true_given_arrival,fidelity_all,fidelity_true,fidelity_false,false_fraction,corr_exx,corr_eyy,corr_ezz,chsh_s_max,H1_bin,V1_bin,H2_bin,V2_bin,H1_dark,V1_dark,H2_dark,V2_dark
CORE_TRIAL,70.0,0,0,True,Psi-,0.9951307182909619,0.0035233283538237195,0.0013459533552143896,0.0017391246509392251,0.0017391246509392251,7.150040458371479e-31,5.462172655252707e-31,1.6878678031187727e-31,0.0006313641757096259,0.0006282682190635422,3.0959566460836896e-06,0.36125542739230454,0.9531138934251052,0.9575830266538865,0.04618440590919567,0.004903598850226129,-0.0031647559741937786,1.0606438411724919e-05,-0.9941209318763441,1.9981686760507993,,2,31,,,0,0,
