window_ns,bucket,delta_bin,weight,probability,total_weight
70.0,success,29,1.0,1.0,1.0
70.0,true,29,0.9951307182909619,1.0,0.9951307182909619
70.0,false,29,0.004869281709038109,1.0,0.004869281709038109
