stage_name,stage_mode,arm,bin_index,time_ns_increasing,time_ns_plot_axis,state_index,state_label,probability
After Emission,emission,A,6,6.000000000000001,93.00000000000001,0,|vac>,0.9995044869141005
After Emission,emission,A,6,6.000000000000001,93.00000000000001,1,|H_780>,0.00024775654294962516
After Emission,emission,A,6,6.000000000000001,93.00000000000001,2,|V_780>,0.00024775654294962777
After Emission,emission,A,6,6.000000000000001,93.00000000000001,3,|H_1517>,2.6420226378198562e-33
After Emission,emission,A,6,6.000000000000001,93.00000000000001,4,|V_1517>,7.147753862912029e-33
After Emission,emission,A,7,7.000000000000001,92.0,0,|vac>,0.9996119941347201
After Emission,emission,A,7,7.000000000000001,92.0,1,|H_780>,0.000194002932639857
After Emission,emission,A,7,7.000000000000001,92.0,2,|V_780>,0.0001940029326398606
After Emission,emission,A,7,7.000000000000001,92.0,3,|H_1517>,2.4434819699742357e-32
After Emission,emission,A,7,7.000000000000001,92.0,4,|V_1517>,1.4618099916548347e-32
After Emission,emission,A,8,8.0,91.00000000000001,0,|vac>,0.9997089697155397
After Emission,emission,A,8,8.0,91.00000000000001,1,|H_780>,0.00014551514223037654
After Emission,emission,A,8,8.0,91.00000000000001,2,|V_780>,0.0001455151422303765
After Emission,emission,A,8,8.0,91.00000000000001,3,|H_1517>,2.7894613692739956e-33
After Emission,emission,A,8,8.0,91.00000000000001,4,|V_1517>,1.397707805029428e-32
After Emission,emission,A,9,9.000000000000002,90.00000000000001,0,|vac>,0.999794186071391
After Emission,emission,A,9,9.000000000000002,90.00000000000001,1,|H_780>,0.00010290696430495355
After Emission,emission,A,9,9.000000000000002,90.00000000000001,2,|V_780>,0.00010290696430495518
After Emission,emission,A,9,9.000000000000002,90.00000000000001,3,|H_1517>,6.851885759597324e-33
After Emission,emission,A,9,9.000000000000002,90.00000000000001,4,|V_1517>,1.2961191592371533e-32
After Emission,emission,A,10,10.0,89.0,0,|vac>,0.9998663966474812
After Emission,emission,A,10,10.0,89.0,1,|H_780>,6.680167625934942e-05
After Emission,emission,A,10,10.0,89.0,2,|V_780>,6.680167625935002e-05
After Emission,emission,A,10,10.0,89.0,3,|H_1517>,2.9437596644410586e-33
After Emission,emission,A,10,10.0,89.0,4,|V_1517>,4.323367165770098e-33
After Emission,emission,A,11,11.000000000000002,88.00000000000001,0,|vac>,0.9999243412473793
After Emission,emission,A,11,11.000000000000002,88.00000000000001,1,|H_780>,3.7829376310489964e-05
After Emission,emission,A,11,11.000000000000002,88.00000000000001,2,|V_780>,3.782937631049054e-05
After Emission,emission,A,11,11.000000000000002,88.00000000000001,3,|H_1517>,2.248227446228532e-33
After Emission,emission,A,11,11.000000000000002,88.00000000000001,4,|V_1517>,3.9733891578681e-33
