stage_name,stage_mode,arm,bin_index,time_ns_increasing,time_ns_plot_axis,state_index,state_label,probability
After Emission,emission,A,12,12.000000000000002,87.00000000000001,0,|vac>,0.9999667521040958
After Emission,emission,A,12,12.000000000000002,87.00000000000001,1,|H_780>,1.662394795213988e-05
After Emission,emission,A,12,12.000000000000002,87.00000000000001,2,|V_780>,1.6623947952139403e-05
After Emission,emission,A,12,12.000000000000002,87.00000000000001,3,|H_1517>,1.24017525851481e-32
After Emission,emission,A,12,12.000000000000002,87.00000000000001,4,|V_1517>,3.6599192376796e-33
After Emission,emission,A,13,13.0,86.0,0,|vac>,0.9999923607806325
After Emission,emission,A,13,13.0,86.0,1,|H_780>,3.8196096837113284e-06
After Emission,emission,A,13,13.0,86.0,2,|V_780>,3.819609683711102e-06
After Emission,emission,A,13,13.0,86.0,3,|H_1517>,1.2246483924620375e-32
After Emission,emission,A,13,13.0,86.0,4,|V_1517>,9.753951703635349e-33
After Emission,emission,A,14,14.000000000000002,85.0,0,|vac>,0.9999999059941113
After Emission,emission,A,14,14.000000000000002,85.0,1,|H_780>,4.700294447059373e-08
After Emission,emission,A,14,14.000000000000002,85.0,2,|V_780>,4.700294447058039e-08
After Emission,emission,A,14,14.000000000000002,85.0,3,|H_1517>,4.7194433529150515e-33
After Emission,emission,A,14,14.000000000000002,85.0,4,|V_1517>,3.568558178944619e-33
After Emission,emission,A,15,15.000000000000002,84.00000000000001,0,|vac>,0.9999881424649635
After Emission,emission,A,15,15.000000000000002,84.00000000000001,1,|H_780>,5.928767518455885e-06
After Emission,emission,A,15,15.000000000000002,84.00000000000001,2,|V_780>,5.92876751845618e-06
After Emission,emission,A,15,15.000000000000002,84.00000000000001,3,|H_1517>,2.779939604658902e-32
After Emission,emission,A,15,15.000000000000002,84.00000000000001,4,|V_1517>,1.7530456021258412e-33
After Emission,emission,A,16,16.0,83.0,0,|vac>,0.9999558508991699
After Emission,emission,A,16,16.0,83.0,1,|H_780>,2.207455041475845e-05
After Emission,emission,A,16,16.0,83.0,2,|V_780>,2.2074550414758977e-05
After Emission,emission,A,16,16.0,83.0,3,|H_1517>,2.647968458665718e-32
After Emission,emission,A,16,16.0,83.0,4,|V_1517>,7.064385332408748e-33
After Emission,emission,A,17,17.0,82.0,0,|vac>,0.9999018492168236
After Emission,emission,A,17,17.0,82.0,1,|H_780>,4.9075391588410664e-05
After Emission,emission,A,17,17.0,82.0,2,|V_780>,4.9075391588409946e-05
After Emission,emission,A,17,17.0,82.0,3,|H_1517>,7.306162776178716e-33
After Emission,emission,A,17,17.0,82.0,4,|V_1517>,1.7338615157280968e-33
After Emission,emission,A,18,18.000000000000004,81.00000000000001,0,|vac>,0.9998250051437886
After Emission,emission,A,18,18.000000000000004,81.00000000000001,1,|H_780>,8.749742810583071e-05
After Emission,emission,A,18,18.000000000000004,81.00000000000001,2,|V_780>,8.74974281058306e-05
After Emission,emission,A,18,18.000000000000004,81.00000000000001,3,|H_1517>,1.2000835349271565e-32
After Emission,emission,A,18,18.000000000000004,81.00000000000001,4,|V_1517>,8.365383036318177e-33
After Emission,emission,A,19,19.0,80.0,0,|vac>,0.9997242502844351
After Emission,emission,A,19,19.0,80.0,1,|H_780>,0.00013787485778247156
After Emission,emission,A,19,19.0,80.0,2,|V_780>,0.0001378748577824691
After Emission,emission,A,19,19.0,80.0,3,|H_1517>,1.081905125791516e-32
After Emission,emission,A,19,19.0,80.0,4,|V_1517>,1.4632475319582657e-32
After Emission,emission,A,20,20.0,79.0,0,|vac>,0.9995985957914058
After Emission,emission,A,20,20.0,79.0,1,|H_780>,0.00020070210429718342
After Emission,emission,A,20,20.0,79.0,2,|V_780>,0.00020070210429718258
After Emission,emission,A,20,20.0,79.0,3,|H_1517>,8.785621175399376e-34
After Emission,emission,A,20,20.0,79.0,4,|V_1517>,2.782707050546239e-33
After Emission,emission,A,21,21.000000000000004,78.00000000000001,0,|vac>,0.9994471497424756
After Emission,emission,A,21,21.000000000000004,78.00000000000001,1,|H_780>,0.0002764251287623476
After Emission,emission,A,21,21.000000000000004,78.00000000000001,2,|V_780>,0.00027642512876234547
After Emission,emission,A,21,21.000000000000004,78.00000000000001,3,|H_1517>,1.1584158830235856e-32
After Emission,emission,A,21,21.000000000000004,78.00000000000001,4,|V_1517>,3.922538860001938e-33
After Emission,emission,A,22,22.000000000000004,77.0,0,|vac>,0.9992691363235171
After Emission,emission,A,22,22.000000000000004,77.0,1,|H_780>,0.00036543183824152463
After Emission,emission,A,22,22.000000000000004,77.0,2,|V_780>,0.00036543183824152295
After Emission,emission,A,22,22.000000000000004,77.0,3,|H_1517>,1.1580418742112443e-32
After Emission,emission,A,22,22.000000000000004,77.0,4,|V_1517>,5.5606620058667555e-33
After Emission,emission,A,23,23.0,76.0,0,|vac>,0.9990639168991655
After Emission,emission,A,23,23.0,76.0,1,|H_780>,0.00046804155041743747
After Emission,emission,A,23,23.0,76.0,2,|V_780>,0.00046804155041743774
After Emission,emission,A,23,23.0,76.0,3,|H_1517>,3.8033606525487066e-33
After Emission,emission,A,23,23.0,76.0,4,|V_1517>,3.627896269898355e-33
After Emission,emission,A,24,24.000000000000004,75.00000000000001,0,|vac>,0.9988310130273401
After Emission,emission,A,24,24.000000000000004,75.00000000000001,1,|H_780>,0.0005844934863300891
After Emission,emission,A,24,24.000000000000004,75.00000000000001,2,|V_780>,0.0005844934863300877
After Emission,emission,A,24,24.000000000000004,75.00000000000001,3,|H_1517>,7.66615088266314e-33
After Emission,emission,A,24,24.000000000000004,75.00000000000001,4,|V_1517>,3.566389356009376e-33
After Emission,emission,A,25,25.000000000000004,74.0,0,|vac>,0.9985701314383766
After Emission,emission,A,25,25.000000000000004,74.0,1,|H_780>,0.0007149342808117373
After Emission,emission,A,25,25.000000000000004,74.0,2,|V_780>,0.0007149342808117316
After Emission,emission,A,25,25.000000000000004,74.0,3,|H_1517>,5.879667362297789e-33
After Emission,emission,A,25,25.000000000000004,74.0,4,|V_1517>,7.015562443936488e-33
After Emission,emission,A,26,26.0,73.0,0,|vac>,0.9982811909517433
After Emission,emission,A,26,26.0,73.0,1,|H_780>,0.0008594045241284459
After Emission,emission,A,26,26.0,73.0,2,|V_780>,0.0008594045241284487
After Emission,emission,A,26,26.0,73.0,3,|H_1517>,6.102734713341319e-33
After Emission,emission,A,26,26.0,73.0,4,|V_1517>,1.1867935656023489e-32
After Emission,emission,A,27,27.0,72.00000000000001,0,|vac>,0.997964351240396
After Emission,emission,A,27,27.0,72.00000000000001,1,|H_780>,0.0010178243798023747
After Emission,emission,A,27,27.0,72.00000000000001,2,|V_780>,0.0010178243798023784
After Emission,emission,A,27,27.0,72.00000000000001,3,|H_1517>,1.4108411788645405e-32
After Emission,emission,A,27,27.0,72.00000000000001,4,|V_1517>,2.477299498639081e-33
After Emission,emission,A,28,28.000000000000004,71.0,0,|vac>,0.9976200432714862
After Emission,emission,A,28,28.000000000000004,71.0,1,|H_780>,0.00118997836425697
After Emission,emission,A,28,28.000000000000004,71.0,2,|V_780>,0.0011899783642569655
After Emission,emission,A,28,28.000000000000004,71.0,3,|H_1517>,6.102137217887387e-33
After Emission,emission,A,28,28.000000000000004,71.0,4,|V_1517>,6.204589650150151e-33
After Emission,emission,A,29,29.0,70.0,0,|vac>,0.9972490011487943
After Emission,emission,A,29,29.0,70.0,1,|H_780>,0.0013754994256031474
After Emission,emission,A,29,29.0,70.0,2,|V_780>,0.0013754994256031513
After Emission,emission,A,29,29.0,70.0,3,|H_1517>,4.827981086040768e-32
After Emission,emission,A,29,29.0,70.0,4,|V_1517>,1.854992402126468e-33
After Emission,emission,A,30,30.000000000000004,69.00000000000001,0,|vac>,0.9968522949530573
After Emission,emission,A,30,30.000000000000004,69.00000000000001,1,|H_780>,0.001573852523471196
After Emission,emission,A,30,30.000000000000004,69.00000000000001,2,|V_780>,0.0015738525234712023
After Emission,emission,A,30,30.000000000000004,69.00000000000001,3,|H_1517>,2.6479463584188303e-32
After Emission,emission,A,30,30.000000000000004,69.00000000000001,4,|V_1517>,1.821710219084527e-33
After Emission,emission,A,31,31.0,68.0,0,|vac>,0.9964313640177163
After Emission,emission,A,31,31.0,68.0,1,|H_780>,0.001784317991142035
After Emission,emission,A,31,31.0,68.0,2,|V_780>,0.0017843179911420479
After Emission,emission,A,31,31.0,68.0,3,|H_1517>,1.8678375757997068e-32
After Emission,emission,A,31,31.0,68.0,4,|V_1517>,3.0597616666637626e-33
After Emission,emission,A,32,32.0,67.0,0,|vac>,0.9959880498861968
After Emission,emission,A,32,32.0,67.0,1,|H_780>,0.002005975056901515
After Emission,emission,A,32,32.0,67.0,2,|V_780>,0.0020059750569015227
After Emission,emission,A,32,32.0,67.0,3,|H_1517>,4.3951155597271175e-33
After Emission,emission,A,32,32.0,67.0,4,|V_1517>,1.5501323160347625e-33
After Emission,emission,A,33,33.00000000000001,66.00000000000001,0,|vac>,0.9955246279710945
After Emission,emission,A,33,33.00000000000001,66.00000000000001,1,|H_780>,0.0022376860144525724
After Emission,emission,A,33,33.00000000000001,66.00000000000001,2,|V_780>,0.002237686014452597
After Emission,emission,A,33,33.00000000000001,66.00000000000001,3,|H_1517>,2.258150749445264e-32
After Emission,emission,A,33,33.00000000000001,66.00000000000001,4,|V_1517>,4.388184663847442e-33
After Emission,emission,A,34,34.0,65.0,0,|vac>,0.9950438366756322
After Emission,emission,A,34,34.0,65.0,1,|H_780>,0.002478081662183881
After Emission,emission,A,34,34.0,65.0,2,|V_780>,0.0024780816621838846
After Emission,emission,A,34,34.0,65.0,3,|H_1517>,2.1651284250288063e-33
After Emission,emission,A,34,34.0,65.0,4,|V_1517>,1.713697321421393e-33
After Emission,emission,A,35,35.0,64.0,0,|vac>,0.994548902447566
After Emission,emission,A,35,35.0,64.0,1,|H_780>,0.0027255487762172775
After Emission,emission,A,35,35.0,64.0,2,|V_780>,0.0027255487762172753
After Emission,emission,A,35,35.0,64.0,3,|H_1517>,9.639362075841046e-34
After Emission,emission,A,35,35.0,64.0,4,|V_1517>,1.5981505069486856e-33
After Emission,emission,A,36,36.00000000000001,63.00000000000001,0,|vac>,0.9940435589237118
After Emission,emission,A,36,36.00000000000001,63.00000000000001,1,|H_780>,0.0029782205381441436
After Emission,emission,A,36,36.00000000000001,63.00000000000001,2,|V_780>,0.0029782205381441557
After Emission,emission,A,36,36.00000000000001,63.00000000000001,3,|H_1517>,1.8554320528025377e-32
After Emission,emission,A,36,36.00000000000001,63.00000000000001,4,|V_1517>,1.7332408424342186e-33
After Emission,emission,A,37,37.0,62.0,0,|vac>,0.9935320580045194
After Emission,emission,A,37,37.0,62.0,1,|H_780>,0.0032339709977403782
After Emission,emission,A,37,37.0,62.0,2,|V_780>,0.003233970997740387
After Emission,emission,A,37,37.0,62.0,3,|H_1517>,5.723599694192763e-33
After Emission,emission,A,37,37.0,62.0,4,|V_1517>,6.683204225142228e-34
After Emission,emission,A,38,38.0,61.00000000000001,0,|vac>,0.9930191703953438
After Emission,emission,A,38,38.0,61.00000000000001,1,|H_780>,0.003490414802328178
After Emission,emission,A,38,38.0,61.00000000000001,2,|V_780>,0.003490414802328202
After Emission,emission,A,38,38.0,61.00000000000001,3,|H_1517>,1.652676372155869e-32
After Emission,emission,A,38,38.0,61.00000000000001,4,|V_1517>,1.794977219264495e-33
After Emission,emission,A,39,39.00000000000001,60.00000000000001,0,|vac>,0.9925101728961901
After Emission,emission,A,39,39.00000000000001,60.00000000000001,1,|H_780>,0.003744913551904994
After Emission,emission,A,39,39.00000000000001,60.00000000000001,2,|V_780>,0.003744913551905016
After Emission,emission,A,39,39.00000000000001,60.00000000000001,3,|H_1517>,1.7217843060821615e-33
After Emission,emission,A,39,39.00000000000001,60.00000000000001,4,|V_1517>,3.5343308530522285e-34
After Emission,emission,A,40,40.0,59.00000000000001,0,|vac>,0.9920108195561202
After Emission,emission,A,40,40.0,59.00000000000001,1,|H_780>,0.003994590221939864
After Emission,emission,A,40,40.0,59.00000000000001,2,|V_780>,0.003994590221939875
After Emission,emission,A,40,40.0,59.00000000000001,3,|H_1517>,6.918715789660867e-33
After Emission,emission,A,40,40.0,59.00000000000001,4,|V_1517>,9.170274584708135e-34
After Emission,emission,A,41,41.0,58.0,0,|vac>,0.9915272937829112
After Emission,emission,A,41,41.0,58.0,1,|H_780>,0.004236353108544444
After Emission,emission,A,41,41.0,58.0,2,|V_780>,0.004236353108544456
After Emission,emission,A,41,41.0,58.0,3,|H_1517>,5.4101074709330754e-33
After Emission,emission,A,41,41.0,58.0,4,|V_1517>,2.144953727185011e-33
After Emission,emission,A,42,42.00000000000001,57.0,0,|vac>,0.9910661386705124
After Emission,emission,A,42,42.00000000000001,57.0,1,|H_780>,0.004466930664743983
After Emission,emission,A,42,42.00000000000001,57.0,2,|V_780>,0.004466930664743988
After Emission,emission,A,42,42.00000000000001,57.0,3,|H_1517>,6.734494222533921e-33
After Emission,emission,A,42,42.00000000000001,57.0,4,|V_1517>,4.2921055413982077e-33
After Emission,emission,A,43,43.0,56.00000000000001,0,|vac>,0.9906341632368436
After Emission,emission,A,43,43.0,56.00000000000001,1,|H_780>,0.004682918381578637
After Emission,emission,A,43,43.0,56.00000000000001,2,|V_780>,0.004682918381578629
After Emission,emission,A,43,43.0,56.00000000000001,3,|H_1517>,4.523788130134472e-33
After Emission,emission,A,43,43.0,56.00000000000001,4,|V_1517>,7.114482356776547e-33
After Emission,emission,A,44,44.00000000000001,55.0,0,|vac>,0.990238323009097
After Emission,emission,A,44,44.00000000000001,55.0,1,|H_780>,0.004880838495451639
After Emission,emission,A,44,44.00000000000001,55.0,2,|V_780>,0.004880838495451666
After Emission,emission,A,44,44.00000000000001,55.0,3,|H_1517>,2.019528486293519e-34
After Emission,emission,A,44,44.00000000000001,55.0,4,|V_1517>,3.84479254842065e-34
After Emission,emission,A,45,45.00000000000001,54.0,0,|vac>,0.9898855744965557
After Emission,emission,A,45,45.00000000000001,54.0,1,|H_780>,0.0050572127517220355
After Emission,emission,A,45,45.00000000000001,54.0,2,|V_780>,0.005057212751722063
After Emission,emission,A,45,45.00000000000001,54.0,3,|H_1517>,1.563709164464784e-33
After Emission,emission,A,45,45.00000000000001,54.0,4,|V_1517>,2.8381973482865543e-33
After Emission,emission,A,46,46.0,53.00000000000001,0,|vac>,0.9895827045710437
After Emission,emission,A,46,46.0,53.00000000000001,1,|H_780>,0.0052086477144780525
After Emission,emission,A,46,46.0,53.00000000000001,2,|V_780>,0.005208647714478102
After Emission,emission,A,46,46.0,53.00000000000001,3,|H_1517>,2.2358276489399574e-33
After Emission,emission,A,46,46.0,53.00000000000001,4,|V_1517>,4.0589276863509336e-33
After Emission,emission,A,47,47.00000000000001,52.0,0,|vac>,0.9893361376144918
After Emission,emission,A,47,47.00000000000001,52.0,1,|H_780>,0.005331931192754098
After Emission,emission,A,47,47.00000000000001,52.0,2,|V_780>,0.005331931192754156
After Emission,emission,A,47,47.00000000000001,52.0,3,|H_1517>,1.1700514411106898e-33
After Emission,emission,A,47,47.00000000000001,52.0,4,|V_1517>,3.165123316867064e-34
After Emission,emission,A,48,48.00000000000001,51.0,0,|vac>,0.9891517254243125
After Emission,emission,A,48,48.00000000000001,51.0,1,|H_780>,0.005424137287843914
After Emission,emission,A,48,48.00000000000001,51.0,2,|V_780>,0.005424137287843975
After Emission,emission,A,48,48.00000000000001,51.0,3,|H_1517>,1.4491577431121368e-33
After Emission,emission,A,48,48.00000000000001,51.0,4,|V_1517>,5.407841681031322e-34
After Emission,emission,A,49,49.0,50.00000000000001,0,|vac>,0.9890345271645333
After Emission,emission,A,49,49.0,50.00000000000001,1,|H_780>,0.005482736417733442
After Emission,emission,A,49,49.0,50.00000000000001,2,|V_780>,0.005482736417733499
After Emission,emission,A,49,49.0,50.00000000000001,3,|H_1517>,3.4453644291272763e-33
After Emission,emission,A,49,49.0,50.00000000000001,4,|V_1517>,2.49727088648931e-34
After Emission,emission,A,50,50.00000000000001,49.0,0,|vac>,0.9889885889264951
After Emission,emission,A,50,50.00000000000001,49.0,1,|H_780>,0.005505705536752558
After Emission,emission,A,50,50.00000000000001,49.0,2,|V_780>,0.0055057055367525995
After Emission,emission,A,50,50.00000000000001,49.0,3,|H_1517>,2.3359732563540144e-33
After Emission,emission,A,50,50.00000000000001,49.0,4,|V_1517>,7.71206064007932e-34
After Emission,emission,A,51,51.0,48.00000000000001,0,|vac>,0.9890167344741718
After Emission,emission,A,51,51.0,48.00000000000001,1,|H_780>,0.005491632762913982
After Emission,emission,A,51,51.0,48.00000000000001,2,|V_780>,0.005491632762914021
After Emission,emission,A,51,51.0,48.00000000000001,3,|H_1517>,2.425957359243503e-33
After Emission,emission,A,51,51.0,48.00000000000001,4,|V_1517>,1.9743496690851415e-34
After Emission,emission,A,52,52.0,47.00000000000001,0,|vac>,0.9891203802144407
After Emission,emission,A,52,52.0,47.00000000000001,1,|H_780>,0.005439809892779374
After Emission,emission,A,52,52.0,47.00000000000001,2,|V_780>,0.005439809892779428
After Emission,emission,A,52,52.0,47.00000000000001,3,|H_1517>,2.5730118847945775e-33
After Emission,emission,A,52,52.0,47.00000000000001,4,|V_1517>,6.98427084230308e-34
After Emission,emission,A,53,53.00000000000001,46.0,0,|vac>,0.9892993880621485
After Emission,emission,A,53,53.00000000000001,46.0,1,|H_780>,0.005350305968925595
After Emission,emission,A,53,53.00000000000001,46.0,2,|V_780>,0.005350305968925635
After Emission,emission,A,53,53.00000000000001,46.0,3,|H_1517>,3.2917064620182476e-34
After Emission,emission,A,53,53.00000000000001,46.0,4,|V_1517>,7.912917343659128e-34
After Emission,emission,A,54,54.0,45.00000000000001,0,|vac>,0.9895519694065567
After Emission,emission,A,54,54.0,45.00000000000001,1,|H_780>,0.0052240152967216935
After Emission,emission,A,54,54.0,45.00000000000001,2,|V_780>,0.005224015296721746
After Emission,emission,A,54,54.0,45.00000000000001,3,|H_1517>,6.483214967299891e-35
After Emission,emission,A,54,54.0,45.00000000000001,4,|V_1517>,9.687514440535796e-35
After Emission,emission,A,55,55.0,44.00000000000001,0,|vac>,0.9898746516526606
After Emission,emission,A,55,55.0,44.00000000000001,1,|H_780>,0.0050626741736697215
After Emission,emission,A,55,55.0,44.00000000000001,2,|V_780>,0.0050626741736697605
After Emission,emission,A,55,55.0,44.00000000000001,3,|H_1517>,3.0184905047545004e-35
After Emission,emission,A,55,55.0,44.00000000000001,4,|V_1517>,4.084289828714256e-34
After Emission,emission,A,56,56.00000000000001,43.0,0,|vac>,0.9902623157576694
After Emission,emission,A,56,56.00000000000001,43.0,1,|H_780>,0.004868842121165418
After Emission,emission,A,56,56.00000000000001,43.0,2,|V_780>,0.004868842121165453
After Emission,emission,A,56,56.00000000000001,43.0,3,|H_1517>,2.790474716722044e-35
After Emission,emission,A,56,56.00000000000001,43.0,4,|V_1517>,3.3177003623744544e-34
After Emission,emission,A,57,57.0,42.00000000000001,0,|vac>,0.99070830892201
After Emission,emission,A,57,57.0,42.00000000000001,1,|H_780>,0.004645845538995061
After Emission,emission,A,57,57.0,42.00000000000001,2,|V_780>,0.004645845538995087
After Emission,emission,A,57,57.0,42.00000000000001,3,|H_1517>,5.7021591827819e-35
After Emission,emission,A,57,57.0,42.00000000000001,4,|V_1517>,2.8467647676424535e-34
After Emission,emission,A,58,58.0,41.0,0,|vac>,0.9912046314164756
After Emission,emission,A,58,58.0,41.0,1,|H_780>,0.004397684291762187
After Emission,emission,A,58,58.0,41.0,2,|V_780>,0.00439768429176224
After Emission,emission,A,58,58.0,41.0,3,|H_1517>,1.0351289759051107e-34
After Emission,emission,A,58,58.0,41.0,4,|V_1517>,3.889642660981295e-35
After Emission,emission,A,59,59.00000000000001,40.0,0,|vac>,0.9917421908892369
After Emission,emission,A,59,59.00000000000001,40.0,1,|H_780>,0.004128904555381786
After Emission,emission,A,59,59.00000000000001,40.0,2,|V_780>,0.004128904555381805
After Emission,emission,A,59,59.00000000000001,40.0,3,|H_1517>,6.589912884338263e-35
After Emission,emission,A,59,59.00000000000001,40.0,4,|V_1517>,2.719142418677791e-35
After Emission,emission,A,60,60.00000000000001,39.00000000000001,0,|vac>,0.9923111119767826
After Emission,emission,A,60,60.00000000000001,39.00000000000001,1,|H_780>,0.003844444011608764
After Emission,emission,A,60,60.00000000000001,39.00000000000001,2,|V_780>,0.003844444011608769
After Emission,emission,A,60,60.00000000000001,39.00000000000001,3,|H_1517>,4.1141719738010074e-33
After Emission,emission,A,60,60.00000000000001,39.00000000000001,4,|V_1517>,2.040541605426136e-34
After Emission,emission,A,61,61.00000000000001,38.0,0,|vac>,0.9929010842687956
After Emission,emission,A,61,61.00000000000001,38.0,1,|H_780>,0.003549457865602158
After Emission,emission,A,61,61.00000000000001,38.0,2,|V_780>,0.003549457865602154
After Emission,emission,A,61,61.00000000000001,38.0,3,|H_1517>,7.215769716374988e-34
After Emission,emission,A,61,61.00000000000001,38.0,4,|V_1517>,5.011253626525384e-35
After Emission,emission,A,62,62.0,37.0,0,|vac>,0.9935017282339808
After Emission,emission,A,62,62.0,37.0,1,|H_780>,0.0032491358830096006
After Emission,emission,A,62,62.0,37.0,2,|V_780>,0.0032491358830096014
After Emission,emission,A,62,62.0,37.0,3,|H_1517>,2.220161638106422e-33
After Emission,emission,A,62,62.0,37.0,4,|V_1517>,1.2726223310990734e-34
After Emission,emission,A,63,63.00000000000001,36.00000000000001,0,|vac>,0.9941029570523658
After Emission,emission,A,63,63.00000000000001,36.00000000000001,1,|H_780>,0.00294852147381737
After Emission,emission,A,63,63.00000000000001,36.00000000000001,2,|V_780>,0.0029485214738173785
After Emission,emission,A,63,63.00000000000001,36.00000000000001,3,|H_1517>,2.0641624936776762e-35
After Emission,emission,A,63,63.00000000000001,36.00000000000001,4,|V_1517>,2.879652634305746e-36
After Emission,emission,A,64,64.0,35.0,0,|vac>,0.9946953126573032
After Emission,emission,A,64,64.0,35.0,1,|H_780>,0.0026523436713485663
After Emission,emission,A,64,64.0,35.0,2,|V_780>,0.0026523436713485646
After Emission,emission,A,64,64.0,35.0,3,|H_1517>,1.4699228835661373e-34
After Emission,emission,A,64,64.0,35.0,4,|V_1517>,2.703830952409347e-36
After Emission,emission,A,65,65.0,34.0,0,|vac>,0.9952702566477557
After Emission,emission,A,65,65.0,34.0,1,|H_780>,0.0023648716761223636
After Emission,emission,A,65,65.0,34.0,2,|V_780>,0.0023648716761223675
After Emission,emission,A,65,65.0,34.0,3,|H_1517>,8.532386514506532e-34
After Emission,emission,A,65,65.0,34.0,4,|V_1517>,5.288608606730187e-36
After Emission,emission,A,66,66.00000000000001,33.00000000000001,0,|vac>,0.9958204008093686
After Emission,emission,A,66,66.00000000000001,33.00000000000001,1,|H_780>,0.002089799595315555
After Emission,emission,A,66,66.00000000000001,33.00000000000001,2,|V_780>,0.0020897995953155528
After Emission,emission,A,66,66.00000000000001,33.00000000000001,3,|H_1517>,5.604799773153835e-34
After Emission,emission,A,66,66.00000000000001,33.00000000000001,4,|V_1517>,1.86766883252268e-36
After Emission,emission,A,67,67.0,32.0,0,|vac>,0.9963396672856379
After Emission,emission,A,67,67.0,32.0,1,|H_780>,0.0018301663571810155
After Emission,emission,A,67,67.0,32.0,2,|V_780>,0.001830166357181015
After Emission,emission,A,67,67.0,32.0,3,|H_1517>,1.4756778706452035e-35
After Emission,emission,A,67,67.0,32.0,4,|V_1517>,5.1469660005256885e-37
After Emission,emission,A,68,68.0,31.0,0,|vac>,0.9968233743344347
After Emission,emission,A,68,68.0,31.0,1,|H_780>,0.0015883128327827977
After Emission,emission,A,68,68.0,31.0,2,|V_780>,0.0015883128327828
After Emission,emission,A,68,68.0,31.0,3,|H_1517>,1.3923734633513691e-34
After Emission,emission,A,68,68.0,31.0,4,|V_1517>,4.36651428011761e-37
After Emission,emission,A,69,69.00000000000001,30.000000000000004,0,|vac>,0.9972682494183386
After Emission,emission,A,69,69.00000000000001,30.000000000000004,1,|H_780>,0.0013658752908307157
After Emission,emission,A,69,69.00000000000001,30.000000000000004,2,|V_780>,0.0013658752908307166
After Emission,emission,A,69,69.00000000000001,30.000000000000004,3,|H_1517>,1.0832639551175831e-34
After Emission,emission,A,69,69.00000000000001,30.000000000000004,4,|V_1517>,6.555228281919654e-36
After Emission,emission,A,70,70.0,29.0,0,|vac>,0.9976723764991042
After Emission,emission,A,70,70.0,29.0,1,|H_780>,0.001163811750447915
After Emission,emission,A,70,70.0,29.0,2,|V_780>,0.0011638117504479142
After Emission,emission,A,70,70.0,29.0,3,|H_1517>,2.1271926700532514e-33
After Emission,emission,A,70,70.0,29.0,4,|V_1517>,2.6301141412571636e-34
After Emission,emission,A,71,71.0,28.000000000000004,0,|vac>,0.9980350883705277
After Emission,emission,A,71,71.0,28.000000000000004,1,|H_780>,0.0009824558147359316
After Emission,emission,A,71,71.0,28.000000000000004,2,|V_780>,0.000982455814735932
After Emission,emission,A,71,71.0,28.000000000000004,3,|H_1517>,1.5580061554669858e-34
After Emission,emission,A,71,71.0,28.000000000000004,4,|V_1517>,1.1146131150468816e-37
After Emission,emission,A,72,72.00000000000001,27.0,0,|vac>,0.9983568173975068
After Emission,emission,A,72,72.00000000000001,27.0,1,|H_780>,0.0008215913012465637
After Emission,emission,A,72,72.00000000000001,27.0,2,|V_780>,0.0008215913012465615
After Emission,emission,A,72,72.00000000000001,27.0,3,|H_1517>,7.014053398205828e-35
After Emission,emission,A,72,72.00000000000001,27.0,4,|V_1517>,6.875454102027199e-38
After Emission,emission,A,73,73.0,26.0,0,|vac>,0.9986389190673565
After Emission,emission,A,73,73.0,26.0,1,|H_780>,0.0006805404663216883
After Emission,emission,A,73,73.0,26.0,2,|V_780>,0.000680540466321685
After Emission,emission,A,73,73.0,26.0,3,|H_1517>,1.3745180731967527e-34
After Emission,emission,A,73,73.0,26.0,4,|V_1517>,2.7713084801607804e-36
After Emission,emission,A,74,74.0,25.000000000000004,0,|vac>,0.9988834824242883
After Emission,emission,A,74,74.0,25.000000000000004,1,|H_780>,0.0005582587878557952
After Emission,emission,A,74,74.0,25.000000000000004,2,|V_780>,0.0005582587878557917
After Emission,emission,A,74,74.0,25.000000000000004,3,|H_1517>,1.3119592888242651e-36
After Emission,emission,A,74,74.0,25.000000000000004,4,|V_1517>,1.444047680123501e-37
After Emission,emission,A,75,75.00000000000001,24.000000000000004,0,|vac>,0.9990931400108296
After Emission,emission,A,75,75.00000000000001,24.000000000000004,1,|H_780>,0.00045342999458530294
After Emission,emission,A,75,75.00000000000001,24.000000000000004,2,|V_780>,0.0004534299945853026
After Emission,emission,A,75,75.00000000000001,24.000000000000004,3,|H_1517>,4.6230270153141205e-35
After Emission,emission,A,75,75.00000000000001,24.000000000000004,4,|V_1517>,2.1510589918322813e-38
After Emission,emission,A,76,76.0,23.0,0,|vac>,0.9992708877226405
After Emission,emission,A,76,76.0,23.0,1,|H_780>,0.00036455613867972
After Emission,emission,A,76,76.0,23.0,2,|V_780>,0.0003645561386797216
After Emission,emission,A,76,76.0,23.0,3,|H_1517>,2.4871848910146956e-35
After Emission,emission,A,76,76.0,23.0,4,|V_1517>,1.2359748848583261e-36
After Emission,emission,A,77,77.0,22.000000000000004,0,|vac>,0.9994199223572044
After Emission,emission,A,77,77.0,22.000000000000004,1,|H_780>,0.0002900388213979873
After Emission,emission,A,77,77.0,22.000000000000004,2,|V_780>,0.0002900388213979873
After Emission,emission,A,77,77.0,22.000000000000004,3,|H_1517>,2.6992863507579386e-35
After Emission,emission,A,77,77.0,22.000000000000004,4,|V_1517>,1.30356384586879e-38
After Emission,emission,A,78,78.00000000000001,21.000000000000004,0,|vac>,0.9995435019333354
After Emission,emission,A,78,78.00000000000001,21.000000000000004,1,|H_780>,0.00022824903333250316
